id,elevation,read_date,datum_adj
27001800,811.4,1926-04-15,NGVD 29
27001800,815.35,1926-08-05,NGVD 29
27001800,812.72,1927-03-29,NGVD 29
27001800,813.04,1927-11-30,NGVD 29
27001800,814.5,1928-04-12,NGVD 29
27001800,812.76,1928-11-28,NGVD 29
27001800,814.1,1929-04-21,NGVD 29
27001800,813.38,1930-04-01,NGVD 29
27001800,803.35,1930-08-26,NGVD 29
27001800,804.45,1930-11-17,NGVD 29
27001800,806.58,1931-04-01,NGVD 29
27001800,806.55,1931-05-02,NGVD 29
27001800,806.66,1931-05-07,NGVD 29
27001800,806.98,1931-05-11,NGVD 29
27001800,807.2,1931-05-14,NGVD 29
27001800,807.43,1931-05-18,NGVD 29
27001800,807.57,1931-05-21,NGVD 29
27001800,807.77,1931-05-25,NGVD 29
27001800,807.9,1931-05-28,NGVD 29
27001800,808.05,1931-06-01,NGVD 29
27001800,808.28,1931-06-04,NGVD 29
27001800,808.46,1931-06-08,NGVD 29
27001800,808.64,1931-06-11,NGVD 29
27001800,808.92,1931-06-15,NGVD 29
27001800,808.15,1931-06-19,NGVD 29
27001800,808.02,1931-06-22,NGVD 29
27001800,807.88,1931-06-23,NGVD 29
27001800,808.03,1931-06-27,NGVD 29
27001800,808.01,1931-06-29,NGVD 29
27001800,808.1,1931-07-01,NGVD 29
27001800,807.65,1931-07-06,NGVD 29
27001800,807.07,1931-07-08,NGVD 29
27001800,806.71,1931-07-10,NGVD 29
27001800,806.12,1931-07-13,NGVD 29
27001800,806.08,1931-07-16,NGVD 29
27001800,805.83,1931-07-17,NGVD 29
27001800,806.0,1931-07-20,NGVD 29
27001800,806.16,1931-07-27,NGVD 29
27001800,806.34,1931-08-04,NGVD 29
27001800,806.36,1931-08-10,NGVD 29
27001800,806.43,1931-08-17,NGVD 29
27001800,806.47,1931-08-31,NGVD 29
27001800,806.48,1931-09-08,NGVD 29
27001800,806.41,1931-09-14,NGVD 29
27001800,806.52,1931-09-28,NGVD 29
27001800,806.48,1931-10-05,NGVD 29
27001800,806.47,1931-10-12,NGVD 29
27001800,806.46,1931-11-04,NGVD 29
27001800,806.6,1931-11-20,NGVD 29
27001800,807.59,1932-04-11,NGVD 29
27001800,807.18,1932-06-21,NGVD 29
27001800,807.04,1932-07-01,NGVD 29
27001800,806.27,1932-11-01,NGVD 29
27001800,806.45,1932-12-07,NGVD 29
27001800,806.15,1933-01-16,NGVD 29
27001800,807.24,1933-01-31,NGVD 29
27001800,808.07,1933-02-14,NGVD 29
27001800,808.79,1933-02-28,NGVD 29
27001800,809.36,1933-03-14,NGVD 29
27001800,809.76,1933-03-28,NGVD 29
27001800,810.48,1933-04-11,NGVD 29
27001800,810.63,1933-04-25,NGVD 29
27001800,811.11,1933-05-01,NGVD 29
27001800,810.73,1933-06-02,NGVD 29
27001800,808.96,1933-08-08,NGVD 29
27001800,808.42,1933-09-01,NGVD 29
27001800,808.04,1933-10-03,NGVD 29
27001800,807.69,1933-11-03,NGVD 29
27001800,807.67,1933-11-14,NGVD 29
27001800,807.46,1934-02-08,NGVD 29
27001800,807.89,1934-02-26,NGVD 29
27001800,808.59,1934-03-11,NGVD 29
27001800,809.42,1934-04-02,NGVD 29
27001800,810.12,1934-04-16,NGVD 29
27001800,810.37,1934-04-30,NGVD 29
27001800,809.04,1934-06-04,NGVD 29
27001800,809.05,1934-06-08,NGVD 29
27001800,808.41,1934-07-02,NGVD 29
27001800,808.1,1934-08-01,NGVD 29
27001800,807.55,1934-09-04,NGVD 29
27001800,807.54,1934-10-01,NGVD 29
27001800,808.04,1934-10-22,NGVD 29
27001800,807.85,1934-11-01,NGVD 29
27001800,807.77,1934-12-01,NGVD 29
27001800,807.75,1935-03-04,NGVD 29
27001800,808.88,1935-03-18,NGVD 29
27001800,809.57,1935-04-01,NGVD 29
27001800,810.19,1935-04-17,NGVD 29
27001800,810.7,1935-04-30,NGVD 29
27001800,810.42,1935-05-13,NGVD 29
27001800,810.0,1935-06-03,NGVD 29
27001800,809.95,1935-07-13,NGVD 29
27001800,809.27,1935-08-05,NGVD 29
27001800,808.74,1935-08-31,NGVD 29
27001800,808.33,1935-10-01,NGVD 29
27001800,808.41,1935-11-02,NGVD 29
27001800,808.17,1935-12-02,NGVD 29
27001800,807.62,1936-02-01,NGVD 29
27001800,812.09,1936-03-31,NGVD 29
27001800,812.21,1936-05-01,NGVD 29
27001800,811.49,1936-06-05,NGVD 29
27001800,810.45,1936-07-01,NGVD 29
27001800,810.01,1936-07-11,NGVD 29
27001800,809.1,1936-08-01,NGVD 29
27001800,809.78,1936-09-01,NGVD 29
27001800,808.07,1936-10-01,NGVD 29
27001800,805.33,1936-12-14,NGVD 29
27001800,808.14,1937-04-01,NGVD 29
27001800,807.99,1937-05-03,NGVD 29
27001800,809.54,1937-06-01,NGVD 29
27001800,808.29,1937-08-02,NGVD 29
27001800,807.94,1937-09-02,NGVD 29
27001800,807.03,1937-12-03,NGVD 29
27001800,806.9,1938-02-15,NGVD 29
27001800,807.74,1938-03-29,NGVD 29
27001800,811.1,1938-05-31,NGVD 29
27001800,811.29,1938-07-01,NGVD 29
27001800,811.21,1938-08-01,NGVD 29
27001800,810.63,1938-10-04,NGVD 29
27001800,809.46,1939-12-04,NGVD 29
27001800,810.56,1940-04-05,NGVD 29
27001800,809.87,1940-10-03,NGVD 29
27001800,809.9,1940-12-04,NGVD 29
27001800,810.88,1941-04-07,NGVD 29
27001800,810.74,1941-11-18,NGVD 29
27001800,810.72,1942-03-30,NGVD 29
27001800,811.77,1942-11-18,NGVD 29
27001800,812.72,1943-04-16,NGVD 29
27001800,813.77,1943-06-15,NGVD 29
27001800,813.0,1943-06-24,NGVD 29
27001800,810.11,1943-11-22,NGVD 29
27001800,811.17,1944-04-17,NGVD 29
27001800,810.35,1944-11-28,NGVD 29
27001800,812.23,1945-03-28,NGVD 29
27001800,809.94,1945-11-09,NGVD 29
27001800,811.52,1946-03-28,NGVD 29
27001800,810.0,1946-05-06,NGVD 29
27001800,810.3,1946-06-03,NGVD 29
27001800,811.1,1946-07-01,NGVD 29
27001800,809.9,1946-08-02,NGVD 29
27001800,808.4,1946-09-03,NGVD 29
27001800,810.1,1946-10-07,NGVD 29
27001800,809.8,1946-11-04,NGVD 29
27001800,809.76,1946-11-29,NGVD 29
27001800,810.6,1947-04-14,NGVD 29
27001800,811.14,1947-04-16,NGVD 29
27001800,810.8,1947-05-05,NGVD 29
27001800,810.5,1947-06-02,NGVD 29
27001800,811.4,1947-07-07,NGVD 29
27001800,810.0,1947-08-04,NGVD 29
27001800,810.1,1947-09-02,NGVD 29
27001800,809.6,1947-10-20,NGVD 29
27001800,809.52,1947-11-03,NGVD 29
27001800,809.73,1947-11-17,NGVD 29
27001800,811.0,1948-03-29,NGVD 29
27001800,811.02,1948-04-07,NGVD 29
27001800,810.08,1948-11-22,NGVD 29
27001800,810.11,1949-04-01,NGVD 29
27001800,811.31,1949-07-29,NGVD 29
27001800,809.34,1949-12-02,NGVD 29
27001800,811.42,1950-04-11,NGVD 29
27001800,809.86,1950-10-17,NGVD 29
27001800,810.81,1951-05-02,NGVD 29
27001800,813.08,1951-11-07,NGVD 29
27001800,813.55,1952-04-16,NGVD 29
27001800,813.37,1952-05-26,NGVD 29
27001800,811.29,1952-09-16,NGVD 29
27001800,810.26,1952-10-22,NGVD 29
27001800,811.22,1953-04-06,NGVD 29
27001800,810.84,1953-11-24,NGVD 29
27001800,811.22,1954-04-20,NGVD 29
27001800,810.2,1954-11-19,NGVD 29
27001800,810.54,1955-04-11,NGVD 29
27001800,810.37,1955-06-01,NGVD 29
27001800,810.39,1955-07-05,NGVD 29
27001800,812.19,1955-07-08,NGVD 29
27001800,810.16,1955-10-27,NGVD 29
27001800,810.95,1956-04-04,NGVD 29
27001800,810.37,1956-05-29,NGVD 29
27001800,810.17,1956-06-14,NGVD 29
27001800,810.47,1956-06-15,NGVD 29
27001800,812.38,1956-06-26,NGVD 29
27001800,813.24,1956-08-03,NGVD 29
27001800,810.77,1956-09-20,NGVD 29
27001800,810.77,1956-10-15,NGVD 29
27001800,810.93,1956-11-19,NGVD 29
27001800,809.99,1957-01-22,NGVD 29
27001800,809.95,1957-01-28,NGVD 29
27001800,810.13,1957-02-04,NGVD 29
27001800,810.04,1957-02-11,NGVD 29
27001800,810.13,1957-02-18,NGVD 29
27001800,810.17,1957-02-25,NGVD 29
27001800,810.33,1957-03-04,NGVD 29
27001800,810.26,1957-03-11,NGVD 29
27001800,811.39,1957-03-18,NGVD 29
27001800,811.06,1957-03-25,NGVD 29
27001800,811.1,1957-04-01,NGVD 29
27001800,810.86,1957-04-08,NGVD 29
27001800,810.39,1957-05-09,NGVD 29
27001800,813.46,1957-07-11,NGVD 29
27001800,813.42,1957-07-25,NGVD 29
27001800,813.92,1957-08-01,NGVD 29
27001800,813.01,1957-09-20,NGVD 29
27001800,811.78,1957-11-01,NGVD 29
27001800,811.83,1957-11-27,NGVD 29
27001800,811.29,1958-04-08,NGVD 29
27001800,812.33,1958-04-22,NGVD 29
27001800,810.51,1958-07-01,NGVD 29
27001800,810.8,1958-07-09,NGVD 29
27001800,811.46,1958-08-05,NGVD 29
27001800,810.57,1958-08-19,NGVD 29
27001800,810.66,1958-09-02,NGVD 29
27001800,810.3,1958-10-01,NGVD 29
27001800,810.39,1958-11-17,NGVD 29
27001800,809.67,1959-04-01,NGVD 29
27001800,810.23,1959-05-06,NGVD 29
27001800,810.89,1959-06-01,NGVD 29
27001800,811.35,1959-07-09,NGVD 29
27001800,810.81,1959-07-13,NGVD 29
27001800,810.29,1959-07-28,NGVD 29
27001800,810.23,1959-08-03,NGVD 29
27001800,810.24,1959-08-06,NGVD 29
27001800,810.55,1959-08-20,NGVD 29
27001800,810.83,1959-08-24,NGVD 29
27001800,811.1,1959-08-26,NGVD 29
27001800,811.01,1959-08-31,NGVD 29
27001800,810.67,1959-10-02,NGVD 29
27001800,810.93,1959-10-26,NGVD 29
27001800,810.68,1959-11-12,NGVD 29
27001800,810.14,1960-03-25,NGVD 29
27001800,812.56,1960-05-23,NGVD 29
27001800,810.1,1960-11-15,NGVD 29
27001800,811.77,1961-05-18,NGVD 29
27001800,811.29,1961-06-19,NGVD 29
27001800,810.61,1961-08-11,NGVD 29
27001800,810.53,1961-09-21,NGVD 29
27001800,810.41,1961-10-26,NGVD 29
27001800,811.58,1962-03-23,NGVD 29
27001800,811.96,1962-04-16,NGVD 29
27001800,813.37,1962-05-14,NGVD 29
27001800,813.82,1962-05-21,NGVD 29
27001800,813.98,1962-05-24,NGVD 29
27001800,814.03,1962-05-29,NGVD 29
27001800,813.86,1962-05-31,NGVD 29
27001800,813.75,1962-06-04,NGVD 29
27001800,813.56,1962-06-11,NGVD 29
27001800,813.02,1962-06-18,NGVD 29
27001800,812.24,1962-07-02,NGVD 29
27001800,812.36,1962-07-09,NGVD 29
27001800,812.44,1962-07-16,NGVD 29
27001800,812.22,1962-08-13,NGVD 29
27001800,812.23,1962-08-20,NGVD 29
27001800,812.3,1962-08-27,NGVD 29
27001800,812.32,1962-09-04,NGVD 29
27001800,812.36,1962-09-10,NGVD 29
27001800,812.41,1962-09-17,NGVD 29
27001800,812.08,1962-09-24,NGVD 29
27001800,812.06,1962-10-01,NGVD 29
27001800,812.25,1962-10-08,NGVD 29
27001800,811.76,1962-10-15,NGVD 29
27001800,811.63,1962-10-22,NGVD 29
27001800,811.16,1962-10-29,NGVD 29
27001800,811.07,1962-11-05,NGVD 29
27001800,811.0,1962-11-13,NGVD 29
27001800,810.96,1962-11-19,NGVD 29
27001800,811.05,1962-11-26,NGVD 29
27001800,811.77,1963-04-19,NGVD 29
27001800,812.7,1963-06-19,NGVD 29
27001800,812.46,1963-07-01,NGVD 29
27001800,811.24,1963-07-29,NGVD 29
27001800,810.73,1963-08-21,NGVD 29
27001800,811.11,1963-09-17,NGVD 29
27001800,810.43,1963-10-21,NGVD 29
27001800,810.5,1963-10-28,NGVD 29
27001800,810.26,1963-11-06,NGVD 29
27001800,810.04,1963-11-14,NGVD 29
27001800,809.99,1963-12-02,NGVD 29
27001800,809.28,1964-02-27,NGVD 29
27001800,809.77,1964-03-20,NGVD 29
27001800,809.63,1964-04-02,NGVD 29
27001800,809.62,1964-04-06,NGVD 29
27001800,810.52,1964-04-28,NGVD 29
27001800,810.79,1964-05-07,NGVD 29
27001800,811.07,1964-05-11,NGVD 29
27001800,811.24,1964-05-12,NGVD 29
27001800,810.89,1964-05-18,NGVD 29
27001800,811.16,1964-08-28,NGVD 29
27001800,810.32,1964-10-28,NGVD 29
27001800,810.36,1964-11-12,NGVD 29
27001800,809.66,1965-01-12,NGVD 29
27001800,812.25,1965-04-07,NGVD 29
27001800,813.36,1965-04-12,NGVD 29
27001800,812.5,1965-04-19,NGVD 29
27001800,814.09,1965-05-10,NGVD 29
27001800,814.2,1965-05-13,NGVD 29
27001800,814.28,1965-05-17,NGVD 29
27001800,814.17,1965-05-20,NGVD 29
27001800,815.2,1965-06-01,NGVD 29
27001800,813.41,1965-07-07,NGVD 29
27001800,812.66,1965-08-03,NGVD 29
27001800,812.61,1965-09-30,NGVD 29
27001800,812.11,1965-11-18,NGVD 29
27001800,813.01,1966-03-24,NGVD 29
27001800,811.79,1966-07-05,NGVD 29
27001800,810.28,1967-01-31,NGVD 29
27001800,812.3,1967-05-10,NGVD 29
27001800,811.85,1967-06-07,NGVD 29
27001800,811.26,1967-09-13,NGVD 29
27001800,810.44,1967-11-21,NGVD 29
27001800,808.3,1968-01-09,NGVD 29
27001800,810.39,1968-03-20,NGVD 29
27001800,810.41,1968-04-03,NGVD 29
27001800,812.11,1968-04-23,NGVD 29
27001800,811.31,1968-05-07,NGVD 29
27001800,812.21,1968-06-11,NGVD 29
27001800,812.66,1968-06-21,NGVD 29
27001800,812.3,1968-06-26,NGVD 29
27001800,813.74,1968-10-18,NGVD 29
27001800,812.16,1968-11-18,NGVD 29
27001800,812.27,1969-01-08,NGVD 29
27001800,812.33,1969-02-06,NGVD 29
27001800,812.1,1969-03-07,NGVD 29
27001800,811.93,1969-03-12,NGVD 29
27001800,812.35,1969-03-21,NGVD 29
27001800,812.75,1969-03-24,NGVD 29
27001800,813.02,1969-04-03,NGVD 29
27001800,813.6,1969-04-11,NGVD 29
27001800,813.93,1969-05-01,NGVD 29
27001800,812.09,1969-06-11,NGVD 29
27001800,812.41,1969-06-25,NGVD 29
27001800,812.11,1969-08-01,NGVD 29
27001800,810.46,1969-10-01,NGVD 29
27001800,811.06,1969-11-18,NGVD 29
27001800,810.65,1970-01-09,NGVD 29
27001800,812.07,1970-03-03,NGVD 29
27001800,811.16,1970-04-08,NGVD 29
27001800,811.61,1970-04-29,NGVD 29
27001800,811.53,1970-05-14,NGVD 29
27001800,811.88,1970-05-27,NGVD 29
27001800,810.87,1970-08-28,NGVD 29
27001800,811.04,1970-09-23,NGVD 29
27001800,811.97,1970-10-09,NGVD 29
27001800,811.68,1970-10-13,NGVD 29
27001800,811.41,1970-10-26,NGVD 29
27001800,811.51,1970-10-30,NGVD 29
27001800,812.63,1970-11-09,NGVD 29
27001800,811.68,1970-11-27,NGVD 29
27001800,812.96,1995-07-14,NGVD 29
27001800,813.33,1995-07-17,NGVD 29
27001800,813.0,1995-07-20,NGVD 29
27001800,812.91,1995-07-24,NGVD 29
27001800,812.32,1995-07-28,NGVD 29
27001800,811.88,1995-07-31,NGVD 29
27001800,812.86,1995-08-07,NGVD 29
27001800,813.07,1995-08-11,NGVD 29
27001800,813.68,1995-08-14,NGVD 29
27001800,813.24,1995-08-18,NGVD 29
27001800,813.04,1995-08-21,NGVD 29
27001800,812.99,1995-08-25,NGVD 29
27001800,813.16,1995-08-29,NGVD 29
27001800,812.09,1995-09-01,NGVD 29
27001800,812.59,1995-09-05,NGVD 29
27001800,811.75,1995-09-08,NGVD 29
27001800,812.98,1995-09-12,NGVD 29
27001800,812.61,1995-09-15,NGVD 29
27001800,811.84,1995-09-18,NGVD 29
27001800,812.74,1995-09-22,NGVD 29
27001800,812.9,1995-09-25,NGVD 29
27001800,812.48,1995-09-29,NGVD 29
27001800,812.64,1995-10-02,NGVD 29
27001800,813.42,1995-10-06,NGVD 29
27001800,812.9,1995-10-10,NGVD 29
27001800,812.58,1995-10-16,NGVD 29
27001800,812.78,1995-10-20,NGVD 29
27001800,812.42,1995-10-23,NGVD 29
27001800,812.91,1995-10-27,NGVD 29
27001800,812.82,1995-10-30,NGVD 29
27001800,813.18,1995-11-02,NGVD 29
27001800,813.26,1995-11-06,NGVD 29
27001800,813.48,1995-11-13,NGVD 29
27001800,813.5,1995-11-16,NGVD 29
27001800,813.53,1995-11-20,NGVD 29
27001800,813.3,1995-11-28,NGVD 29
27001800,812.96,1996-05-03,NGVD 29
27001800,813.43,1996-05-10,NGVD 29
27001800,813.38,1996-05-17,NGVD 29
27001800,813.57,1996-05-24,NGVD 29
27001800,813.55,1996-05-31,NGVD 29
27001800,813.83,1996-06-07,NGVD 29
27001800,813.92,1996-06-14,NGVD 29
27001800,813.85,1996-06-21,NGVD 29
27001800,813.15,1996-07-12,NGVD 29
27001800,812.94,1996-07-19,NGVD 29
27001800,812.19,1996-07-26,NGVD 29
27001800,811.82,1996-08-02,NGVD 29
27001800,811.85,1996-08-09,NGVD 29
27001800,811.42,1996-08-16,NGVD 29
27001800,811.44,1996-08-23,NGVD 29
27001800,811.15,1996-08-30,NGVD 29
27001800,811.27,1996-09-06,NGVD 29
27001800,810.98,1996-09-13,NGVD 29
27001800,811.1,1996-10-04,NGVD 29
27001800,810.94,1996-10-11,NGVD 29
27001800,812.15,1996-10-18,NGVD 29
27001800,811.69,1996-10-25,NGVD 29
27001800,811.86,1996-11-01,NGVD 29
27001800,811.62,1996-11-08,NGVD 29
27001800,811.49,1996-11-15,NGVD 29
27001800,813.01,1997-05-02,NGVD 29
27001800,813.12,1997-05-09,NGVD 29
27001800,812.83,1997-05-16,NGVD 29
27001800,812.38,1997-05-30,NGVD 29
27001800,811.46,1997-06-13,NGVD 29
27001800,811.58,1997-06-20,NGVD 29
27001800,813.79,1997-07-02,NGVD 29
27001800,813.54,1997-07-11,NGVD 29
27001800,814.62,1997-07-18,NGVD 29
27001800,813.89,1997-08-15,NGVD 29
27001800,814.14,1997-08-22,NGVD 29
27001800,813.48,1997-08-29,NGVD 29
27001800,813.74,1997-09-05,NGVD 29
27001800,813.44,1997-09-11,NGVD 29
27001800,812.95,1997-09-26,NGVD 29
27001800,812.86,1997-10-03,NGVD 29
27001800,813.28,1997-10-10,NGVD 29
27001800,813.03,1997-10-17,NGVD 29
27001800,812.78,1997-10-24,NGVD 29
27001800,813.22,1997-10-31,NGVD 29
27001800,812.93,1999-06-03,NGVD 29
27001800,813.66,1999-06-09,NGVD 29
27001800,813.26,1999-06-17,NGVD 29
27001800,813.44,1999-06-24,NGVD 29
27001800,812.7,1999-07-01,NGVD 29
27001800,813.04,1999-07-07,NGVD 29
27001800,813.68,1999-07-15,NGVD 29
27001800,813.02,1999-07-22,NGVD 29
27001800,813.3,1999-07-29,NGVD 29
27001800,812.94,1999-08-05,NGVD 29
27001800,812.82,1999-08-11,NGVD 29
27001800,812.78,1999-08-19,NGVD 29
27001800,812.78,1999-08-26,NGVD 29
27001800,812.44,1999-09-02,NGVD 29
27001800,812.36,1999-09-09,NGVD 29
27001800,812.0,1999-09-16,NGVD 29
27001800,811.75,1999-09-22,NGVD 29
27001800,811.5,1999-09-30,NGVD 29
27001800,812.2,1999-10-06,NGVD 29
27001800,812.0,1999-10-12,NGVD 29
27001800,811.4,1999-10-18,NGVD 29
27001800,811.48,1999-10-27,NGVD 29
27001800,811.55,1999-11-04,NGVD 29
27001800,811.45,1999-11-09,NGVD 29
27001800,811.5,1999-11-17,NGVD 29
27001800,811.23,2000-03-22,NGVD 29
27001800,811.42,2000-03-29,NGVD 29
27001800,811.32,2000-04-05,NGVD 29
27001800,811.38,2000-04-06,NGVD 29
27001800,811.45,2000-04-12,NGVD 29
27001800,811.9,2000-04-19,NGVD 29
27001800,811.44,2000-04-27,NGVD 29
27001800,811.28,2000-05-03,NGVD 29
27001800,811.56,2000-05-10,NGVD 29
27001800,811.49,2000-05-17,NGVD 29
27001800,813.38,2000-05-24,NGVD 29
27001800,812.37,2000-05-31,NGVD 29
27001800,811.92,2000-06-07,NGVD 29
27001800,811.62,2000-06-14,NGVD 29
27001800,812.17,2000-06-21,NGVD 29
27001800,811.46,2000-06-28,NGVD 29
27001800,812.38,2000-07-05,NGVD 29
27001800,813.51,2000-07-10,NGVD 29
27001800,812.7,2000-07-12,NGVD 29
27001800,812.29,2000-07-14,NGVD 29
27001800,811.82,2000-07-18,NGVD 29
27001800,812.05,2000-07-26,NGVD 29
27001800,811.46,2000-08-02,NGVD 29
27001800,812.09,2000-08-09,NGVD 29
27001800,811.38,2000-08-16,NGVD 29
27001800,811.55,2000-08-23,NGVD 29
27001800,811.62,2000-08-29,NGVD 29
27001800,812.0,2000-09-06,NGVD 29
27001800,811.46,2000-09-13,NGVD 29
27001800,811.2,2000-09-19,NGVD 29
27001800,811.1,2000-09-27,NGVD 29
27001800,811.14,2000-10-04,NGVD 29
27001800,811.12,2000-10-10,NGVD 29
27001800,811.02,2000-10-18,NGVD 29
27001800,811.15,2000-10-25,NGVD 29
27001800,812.2,2000-11-01,NGVD 29
27001800,812.35,2000-11-08,NGVD 29
27001800,811.75,2000-11-15,NGVD 29
27001800,812.88,2001-04-12,NGVD 29
27001800,812.1,2001-04-18,NGVD 29
27001800,813.36,2001-04-25,NGVD 29
27001800,813.49,2001-04-30,NGVD 29
27001800,813.9,2001-05-02,NGVD 29
27001800,814.23,2001-05-07,NGVD 29
27001800,813.84,2001-05-16,NGVD 29
27001800,814.2,2001-05-23,NGVD 29
27001800,814.02,2001-05-30,NGVD 29
27001800,814.0,2001-06-06,NGVD 29
27001800,814.28,2001-06-13,NGVD 29
27001800,814.9,2001-06-20,NGVD 29
27001800,814.68,2001-06-27,NGVD 29
27001800,814.48,2001-07-05,NGVD 29
27001800,813.26,2001-07-11,NGVD 29
27001800,812.94,2001-07-18,NGVD 29
27001800,812.86,2001-07-25,NGVD 29
27001800,812.7,2001-08-01,NGVD 29
27001800,812.72,2001-08-05,NGVD 29
27001800,812.56,2001-08-15,NGVD 29
27001800,811.9,2001-08-22,NGVD 29
27001800,811.93,2001-08-29,NGVD 29
27001800,811.68,2001-09-05,NGVD 29
27001800,811.88,2001-09-12,NGVD 29
27001800,811.68,2001-09-19,NGVD 29
27001800,812.02,2001-09-26,NGVD 29
27001800,811.64,2001-10-03,NGVD 29
27001800,811.8,2001-10-10,NGVD 29
27001800,811.55,2001-10-17,NGVD 29
27001800,811.48,2001-10-24,NGVD 29
27001800,811.42,2001-10-31,NGVD 29
27001800,811.4,2001-11-07,NGVD 29
27001800,811.6,2001-11-14,NGVD 29
27001800,811.73,2001-11-21,NGVD 29
27001800,811.87,2001-12-05,NGVD 29
27001800,812.0,2002-04-17,NGVD 29
27001800,811.92,2002-04-24,NGVD 29
27001800,812.1,2002-05-01,NGVD 29
27001800,812.84,2002-05-08,NGVD 29
27001800,812.35,2002-05-15,NGVD 29
27001800,812.2,2002-05-22,NGVD 29
27001800,812.9,2002-05-29,NGVD 29
27001800,812.8,2002-06-05,NGVD 29
27001800,812.84,2002-06-12,NGVD 29
27001800,813.18,2002-06-19,NGVD 29
27001800,814.02,2002-06-26,NGVD 29
27001800,813.82,2002-07-03,NGVD 29
27001800,814.34,2002-07-10,NGVD 29
27001800,813.56,2002-07-17,NGVD 29
27001800,813.63,2002-07-24,NGVD 29
27001800,813.6,2002-07-31,NGVD 29
27001800,813.76,2002-08-07,NGVD 29
27001800,813.44,2002-08-14,NGVD 29
27001800,814.9,2002-08-21,NGVD 29
27001800,814.45,2002-09-04,NGVD 29
27001800,814.7,2002-09-11,NGVD 29
27001800,814.3,2002-09-18,NGVD 29
27001800,814.4,2002-09-25,NGVD 29
27001800,814.49,2002-10-02,NGVD 29
27001800,814.14,2002-10-09,NGVD 29
27001800,813.68,2002-10-16,NGVD 29
27001800,813.81,2002-10-24,NGVD 29
27001800,814.26,2002-10-30,NGVD 29
27001800,814.36,2002-11-06,NGVD 29
27001800,814.3,2002-11-13,NGVD 29
27001800,814.28,2002-11-20,NGVD 29
27001800,811.5,2003-04-09,NGVD 29
27001800,813.06,2003-04-16,NGVD 29
27001800,811.9,2003-04-23,NGVD 29
27001800,811.9,2003-04-30,NGVD 29
27001800,812.45,2003-05-07,NGVD 29
27001800,814.28,2003-05-14,NGVD 29
27001800,814.0,2003-05-21,NGVD 29
27001800,813.69,2003-05-28,NGVD 29
27001800,813.9,2003-06-04,NGVD 29
27001800,813.59,2003-06-11,NGVD 29
27001800,813.15,2003-06-18,NGVD 29
27001800,813.2,2003-06-25,NGVD 29
27001800,813.17,2003-07-02,NGVD 29
27001800,813.18,2003-07-09,NGVD 29
27001800,813.34,2003-07-16,NGVD 29
27001800,813.31,2003-07-23,NGVD 29
27001800,812.79,2003-07-30,NGVD 29
27001800,812.66,2003-08-06,NGVD 29
27001800,812.54,2003-08-13,NGVD 29
27001800,812.57,2003-08-20,NGVD 29
27001800,811.98,2003-08-27,NGVD 29
27001800,811.85,2003-09-03,NGVD 29
27001800,811.45,2003-09-10,NGVD 29
27001800,811.57,2003-09-17,NGVD 29
27001800,811.45,2003-09-24,NGVD 29
27001800,811.44,2003-10-01,NGVD 29
27001800,811.35,2003-10-08,NGVD 29
27001800,811.58,2003-10-15,NGVD 29
27001800,811.5,2003-10-22,NGVD 29
27001800,811.4,2003-10-29,NGVD 29
27001800,811.52,2003-11-05,NGVD 29
27001800,811.62,2003-11-12,NGVD 29
27001800,811.74,2003-11-19,NGVD 29
27001800,811.46,2004-04-07,NGVD 29
27001800,811.36,2004-04-14,NGVD 29
27001800,812.42,2004-04-21,NGVD 29
27001800,811.73,2004-04-28,NGVD 29
27001800,811.47,2004-05-05,NGVD 29
27001800,811.63,2004-05-12,NGVD 29
27001800,811.98,2004-05-19,NGVD 29
27001800,812.46,2004-05-26,NGVD 29
27001800,813.02,2004-06-02,NGVD 29
27001800,813.88,2004-06-09,NGVD 29
27001800,814.3,2004-06-16,NGVD 29
27001800,814.4,2004-06-21,NGVD 29
27001800,814.38,2004-06-23,NGVD 29
27001800,814.16,2004-06-30,NGVD 29
27001800,814.4,2004-07-07,NGVD 29
27001800,814.58,2004-07-12,NGVD 29
27001800,814.13,2004-07-14,NGVD 29
27001800,813.92,2004-07-21,NGVD 29
27001800,813.72,2004-07-26,NGVD 29
27001800,813.6,2004-07-28,NGVD 29
27001800,813.1,2004-08-04,NGVD 29
27001800,813.02,2004-08-11,NGVD 29
27001800,812.09,2004-08-18,NGVD 29
27001800,811.8,2004-08-25,NGVD 29
27001800,811.66,2004-09-01,NGVD 29
27001800,811.78,2004-09-08,NGVD 29
27001800,811.68,2004-09-22,NGVD 29
27001800,811.54,2004-09-29,NGVD 29
27001800,811.44,2004-10-06,NGVD 29
27001800,811.33,2004-10-13,NGVD 29
27001800,811.46,2004-10-20,NGVD 29
27001800,811.46,2004-10-27,NGVD 29
27001800,811.9,2004-11-03,NGVD 29
27001800,811.6,2004-11-10,NGVD 29
27001800,811.47,2004-11-17,NGVD 29
27001800,811.44,2004-12-14,NGVD 29
27001800,811.8,2005-04-06,NGVD 29
27001800,811.8,2005-04-13,NGVD 29
27001800,812.22,2005-04-20,NGVD 29
27001800,811.86,2005-04-27,NGVD 29
27001800,811.65,2005-05-04,NGVD 29
27001800,811.85,2005-05-11,NGVD 29
27001800,812.26,2005-05-18,NGVD 29
27001800,812.07,2005-05-25,NGVD 29
27001800,812.28,2005-06-01,NGVD 29
